1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
703,Ahmed Cristofolini,2022-01-01T01:11:48Z,6,69
1703,Ahmed Orrum,2022-01-01T01:11:48Z,7,55
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
767,Heinrik Fucher,2022-01-01T04:57:08Z,9,60
1767,Heinrik Rae,2022-01-01T04:57:08Z,4,76
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
40,Cly Butt,2022-01-01T06:33:57Z,8,75
1040,Cly Baldrick,2022-01-01T06:33:57Z,9,75
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
951,Beaufort Bhar,2022-01-01T13:12:27Z,7,132
1951,Beaufort Verny,2022-01-01T13:12:27Z,7,110
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
782,Risa Kiddye,2022-01-01T21:41:23Z,11,71
1782,Risa Revance,2022-01-01T21:41:23Z,8,91
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
952,Krisha Bettlestone,2022-01-01T23:48:50Z,9,58
1952,Krisha Vero,2022-01-01T23:48:50Z,6,58
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
885,Lorne Halfhead,2022-01-02T07:46:09Z,10,60
1885,Lorne Stennes,2022-01-02T07:46:09Z,8,105
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
160,Sher Nolleau,2022-01-02T10:43:20Z,3,51
1160,Sher Casale,2022-01-02T10:43:20Z,10,106
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
372,Gabriele Carcas,2022-01-02T14:58:58Z,6,50
1372,Gabriele Galpen,2022-01-02T14:58:58Z,4,139
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
1262,Anthe Divina,2022-01-03T15:24:31Z,2,151
262,Anthe Cowderay,2022-01-03T15:24:31Z,3,125
